clan_1_id,clan_2_id,clan_1_points,clan_2_points,clan_winner
clan_3355,clan_23510,20,76,2
clan_24922,clan_34072,20,77,2
clan_2652,clan_31901,20,78,2
clan_47167,clan_48112,20,78,2
clan_42420,clan_48080,20,78,2
clan_44734,clan_33779,20,78,2
clan_22242,clan_6452,20,78,2
clan_14126,clan_18646,20,78,2
clan_44964,clan_48069,20,78,2
clan_30747,clan_31091,20,78,2
clan_7409,clan_20367,20,78,2
clan_18561,clan_46230,20,78,2
clan_32449,clan_34870,20,78,2
clan_23366,clan_39049,20,78,2
clan_16073,clan_33747,20,78,2
clan_4598,clan_18294,20,78,2
clan_31922,clan_48198,20,78,2
clan_27612,clan_14787,20,78,2
clan_2899,clan_38216,20,78,2
clan_8481,clan_21382,20,78,2
clan_22021,clan_45724,20,78,2
clan_24937,clan_34022,20,78,2
clan_15643,clan_12950,20,80,2
clan_5752,clan_27945,20,80,2
clan_3814,clan_4872,20,80,2
clan_23619,clan_22904,20,80,2
clan_46903,clan_48114,20,81,2
clan_944,clan_1895,20,81,2
clan_38685,clan_32955,20,82,2
clan_28517,clan_41514,20,84,2
clan_44207,clan_43560,20,84,2
clan_21975,clan_46710,20,84,2
clan_25187,clan_20809,20,84,2
clan_45560,clan_47150,20,84,2
clan_25398,clan_37513,20,84,2
clan_46325,clan_45125,20,84,2
clan_47149,clan_48251,20,84,2
clan_9861,clan_8575,20,84,2
clan_20028,clan_21064,21,46,2
clan_12407,clan_29510,21,50,2
clan_5726,clan_5199,21,52,2
clan_13962,clan_32635,21,52,2
clan_7604,clan_14825,21,54,2
clan_4122,clan_2680,21,54,2
clan_14561,clan_5568,21,54,2
clan_10688,clan_30277,21,56,2
clan_13557,clan_21292,21,56,2
clan_16912,clan_17677,21,56,2
clan_18209,clan_17305,21,57,2
clan_16314,clan_29033,21,57,2
clan_17484,clan_6946,21,57,2
clan_13649,clan_33576,21,58,2
clan_2501,clan_23298,21,58,2
clan_16660,clan_48,21,58,2
clan_12524,clan_5880,21,58,2
clan_15388,clan_39017,21,58,2
clan_6424,clan_27534,21,59,2
clan_11046,clan_16143,21,59,2
clan_3034,clan_6865,21,59,2
clan_24006,clan_27965,21,60,2
clan_12505,clan_12594,21,60,2
clan_27470,clan_38309,21,60,2
clan_14939,clan_24984,21,60,2
clan_30316,clan_26054,21,60,2
clan_26321,clan_42645,21,60,2
clan_15839,clan_30141,21,60,2
clan_14049,clan_32740,21,60,2
clan_24376,clan_16699,21,60,2
clan_41708,clan_42799,21,60,2
clan_22033,clan_17479,21,60,2
clan_16035,clan_4851,21,60,2
clan_14121,clan_19607,21,60,2
clan_31488,clan_31744,21,60,2
clan_31424,clan_29857,21,62,2
clan_21386,clan_402,21,62,2
clan_3101,clan_5793,21,62,2
clan_16997,clan_16013,21,62,2
clan_15160,clan_3148,21,62,2
clan_38215,clan_42170,21,62,2
clan_26967,clan_2566,21,63,2
clan_17913,clan_33619,21,63,2
clan_5988,clan_5311,21,63,2
clan_8756,clan_30493,21,63,2
clan_18718,clan_22423,21,63,2
clan_9227,clan_2250,21,63,2
clan_22867,clan_5846,21,63,2
clan_8049,clan_17063,21,63,2
clan_22686,clan_32999,21,64,2
clan_17759,clan_19061,21,64,2
clan_19704,clan_14247,21,65,2
clan_15323,clan_30748,21,65,2
clan_12759,clan_4542,21,66,2
clan_5613,clan_10274,21,66,2
clan_16740,clan_30038,21,66,2
clan_8442,clan_17199,21,66,2
clan_5885,clan_6933,21,66,2
clan_46246,clan_44445,21,66,2
clan_27362,clan_11104,21,66,2
clan_24282,clan_23616,21,66,2
clan_11440,clan_18098,21,66,2
clan_24293,clan_36249,21,66,2
clan_3543,clan_20168,21,66,2
clan_16126,clan_15858,21,66,2
clan_29468,clan_18919,21,66,2
clan_21123,clan_23653,21,66,2
clan_36813,clan_31918,21,66,2
clan_15705,clan_36486,21,66,2
clan_40650,clan_37712,21,66,2
clan_12597,clan_30978,21,66,2
clan_21861,clan_35836,21,66,2
clan_13166,clan_15380,21,66,2
clan_13492,clan_12634,21,66,2
clan_2789,clan_32041,21,66,2
clan_8310,clan_24259,21,68,2
clan_21319,clan_35641,21,68,2
clan_23076,clan_32224,21,68,2
clan_36680,clan_38992,21,68,2
clan_9617,clan_2875,21,68,2
clan_5983,clan_8588,21,68,2
clan_32440,clan_21625,21,68,2
clan_25999,clan_33187,21,68,2
clan_7608,clan_3152,21,68,2
clan_29968,clan_23596,21,68,2
clan_35947,clan_37162,21,68,2
clan_23864,clan_40260,21,68,2
clan_11837,clan_9136,21,68,2
clan_4422,clan_12851,21,68,2
clan_34601,clan_29840,21,69,2
clan_3796,clan_33700,21,69,2
clan_24781,clan_43667,21,69,2
clan_9768,clan_20737,21,69,2
clan_44720,clan_46916,21,69,2
clan_11856,clan_2474,21,69,2
clan_47145,clan_989,21,69,2
clan_5427,clan_2451,21,69,2
clan_12093,clan_30569,21,69,2
clan_25613,clan_36369,21,69,2
clan_36361,clan_37944,21,69,2
clan_37215,clan_35955,21,69,2
clan_17069,clan_22813,21,69,2
clan_20752,clan_42899,21,69,2
clan_43985,clan_47350,21,69,2
clan_22000,clan_37551,21,69,2
clan_10343,clan_25432,21,69,2
clan_47120,clan_36483,21,69,2
clan_7642,clan_29903,21,69,2
clan_24416,clan_31375,21,69,2
clan_25282,clan_2763,21,69,2
clan_11446,clan_15845,21,69,2
clan_15602,clan_2218,21,70,2
clan_32328,clan_41489,21,70,2
clan_43159,clan_41595,21,70,2
clan_8688,clan_12233,21,70,2
clan_5321,clan_39899,21,70,2
clan_30691,clan_41013,21,71,2
clan_28093,clan_3024,21,71,2
clan_37914,clan_31245,21,71,2
clan_34419,clan_39567,21,71,2
clan_7536,clan_38157,21,71,2
clan_19585,clan_19769,21,71,2
clan_12028,clan_36633,21,71,2
clan_26211,clan_23900,21,71,2
clan_11699,clan_5422,21,71,2
clan_33918,clan_41247,21,71,2
clan_3905,clan_21793,21,71,2
clan_15004,clan_25528,21,71,2
clan_19208,clan_33640,21,71,2
clan_5806,clan_35608,21,71,2
clan_29530,clan_47786,21,71,2
clan_28957,clan_40732,21,72,2
clan_33145,clan_42008,21,72,2
clan_36539,clan_39413,21,72,2
clan_6277,clan_7237,21,72,2
clan_4152,clan_11869,21,72,2
clan_33158,clan_38557,21,72,2
clan_8805,clan_22874,21,72,2
clan_6549,clan_39983,21,72,2
clan_13058,clan_9392,21,72,2
clan_10492,clan_25779,21,72,2
clan_9257,clan_6073,21,72,2
clan_8453,clan_10117,21,72,2
clan_2822,clan_37204,21,72,2
clan_10087,clan_20816,21,72,2
clan_30756,clan_31200,21,72,2
clan_17990,clan_38418,21,72,2
clan_47974,clan_43377,21,72,2
clan_4362,clan_37108,21,72,2
clan_36792,clan_38981,21,72,2
clan_19647,clan_35197,21,72,2
clan_11982,clan_10136,21,72,2
clan_4044,clan_14240,21,72,2
clan_13019,clan_41170,21,72,2
clan_22623,clan_40991,21,72,2
clan_5171,clan_42395,21,72,2
clan_42565,clan_46441,21,72,2
clan_26234,clan_7955,21,72,2
clan_35401,clan_48503,21,72,2
clan_14312,clan_29006,21,72,2
clan_33117,clan_42571,21,72,2
clan_20819,clan_16102,21,72,2
clan_43211,clan_47673,21,72,2
clan_16531,clan_31332,21,72,2
clan_3653,clan_21710,21,72,2
clan_11924,clan_11272,21,73,2
clan_5703,clan_24257,21,73,2
clan_17428,clan_31118,21,74,2
clan_25403,clan_32134,21,74,2
clan_28459,clan_34058,21,74,2
clan_25006,clan_35544,21,74,2
clan_22055,clan_46587,21,74,2
clan_667,clan_48365,21,74,2
clan_47849,clan_47252,21,74,2
clan_48210,clan_1082,21,74,2
clan_31123,clan_41365,21,74,2
clan_18466,clan_32800,21,74,2
clan_22300,clan_41487,21,74,2
clan_5319,clan_39680,21,74,2
clan_24389,clan_25913,21,74,2
clan_29648,clan_31746,21,75,2
clan_45157,clan_42378,21,75,2
clan_47288,clan_42066,21,75,2
clan_30801,clan_850,21,75,2
clan_46549,clan_47500,21,75,2
clan_24374,clan_33831,21,75,2
clan_23893,clan_46831,21,75,2
clan_8271,clan_14505,21,75,2
clan_39897,clan_44907,21,75,2
clan_21542,clan_30519,21,75,2
clan_34407,clan_31094,21,75,2
clan_46988,clan_657,21,75,2
clan_20618,clan_22642,21,75,2
clan_40812,clan_41582,21,75,2
clan_14408,clan_31621,21,75,2
clan_38221,clan_31856,21,75,2
clan_35199,clan_45031,21,75,2
clan_7480,clan_4390,21,75,2
clan_3359,clan_18835,21,75,2
clan_42341,clan_46090,21,75,2
clan_40805,clan_48140,21,75,2
clan_21264,clan_4332,21,75,2
clan_1619,clan_45704,21,75,2
clan_40188,clan_43040,21,75,2
clan_1375,clan_22348,21,75,2
clan_10769,clan_27388,21,75,2
clan_15785,clan_35538,21,75,2
clan_8569,clan_2351,21,75,2
clan_41566,clan_210,21,75,2
clan_45220,clan_2012,21,75,2
clan_13749,clan_31536,21,75,2
clan_17808,clan_43345,21,75,2
clan_27094,clan_42723,21,75,2
clan_31883,clan_36094,21,75,2
clan_47940,clan_46013,21,75,2
clan_16831,clan_27199,21,75,2
clan_35895,clan_30133,21,75,2
clan_11362,clan_29568,21,75,2
clan_36625,clan_46233,21,75,2
clan_4287,clan_31651,21,75,2
clan_23736,clan_47239,21,75,2
clan_24494,clan_26386,21,75,2
clan_40122,clan_39190,21,75,2
clan_5935,clan_17064,21,75,2
clan_26082,clan_33316,21,75,2
clan_24630,clan_37336,21,76,2
clan_4862,clan_27501,21,76,2
clan_16383,clan_4520,21,76,2
clan_37957,clan_43437,21,77,2
clan_26884,clan_16233,21,77,2
clan_13584,clan_40505,21,77,2
clan_37028,clan_27678,21,77,2
clan_3518,clan_344,21,77,2
clan_12225,clan_34484,21,77,2
clan_11196,clan_33938,21,77,2
clan_4635,clan_35609,21,77,2
clan_14157,clan_19111,21,78,2
clan_11770,clan_32927,21,78,2
clan_2944,clan_12361,21,78,2
clan_39359,clan_43659,21,78,2
clan_44613,clan_35272,21,78,2
clan_2712,clan_21462,21,78,2
clan_35771,clan_1435,21,78,2
clan_43911,clan_47479,21,78,2
clan_47703,clan_47550,21,78,2
clan_22496,clan_28122,21,78,2
clan_10019,clan_33152,21,78,2
clan_5104,clan_27655,21,78,2
clan_4351,clan_28967,21,78,2
clan_42190,clan_44444,21,78,2
clan_9991,clan_26274,21,78,2
clan_42455,clan_40492,21,78,2
clan_8651,clan_32045,21,78,2
clan_502,clan_43391,21,78,2
clan_16837,clan_32816,21,78,2
clan_2558,clan_27466,21,78,2
clan_23049,clan_33156,21,78,2
clan_14952,clan_20453,21,78,2
clan_32456,clan_42024,21,78,2
clan_34995,clan_33467,21,78,2
clan_30713,clan_31976,21,78,2
clan_19162,clan_27309,21,78,2
clan_47378,clan_45438,21,78,2
clan_31154,clan_23983,21,78,2
clan_10070,clan_37395,21,78,2
clan_19993,clan_35741,21,78,2
clan_23505,clan_32125,21,78,2
clan_16636,clan_36602,21,78,2
clan_18341,clan_32560,21,78,2
clan_25253,clan_35763,21,78,2
clan_5633,clan_39219,21,78,2
clan_32611,clan_41438,21,78,2
clan_12844,clan_14424,21,78,2
clan_21192,clan_17943,21,78,2
clan_6165,clan_5343,21,78,2
clan_18462,clan_42283,21,78,2
clan_14405,clan_15541,21,78,2
clan_15311,clan_27186,21,78,2
clan_12015,clan_3153,21,78,2
clan_37243,clan_44245,21,78,2
clan_10060,clan_36631,21,78,2
clan_9829,clan_39504,21,78,2
clan_33688,clan_32937,21,78,2
clan_4887,clan_32344,21,78,2
clan_18632,clan_7196,21,78,2
clan_5727,clan_33527,21,78,2
clan_29202,clan_6142,21,78,2
clan_34801,clan_44308,21,78,2
clan_10894,clan_36713,21,78,2
clan_41729,clan_2084,21,78,2
clan_9500,clan_34140,21,78,2
clan_12798,clan_6666,21,78,2
clan_13413,clan_42540,21,78,2
clan_26360,clan_45633,21,78,2
clan_15876,clan_30152,21,78,2
clan_34969,clan_35296,21,78,2
clan_34510,clan_20720,21,78,2
clan_14272,clan_1890,21,78,2
clan_40647,clan_42518,21,78,2
clan_45298,clan_47117,21,78,2
clan_4329,clan_16798,21,78,2
clan_43340,clan_43465,21,78,2
clan_40919,clan_42711,21,78,2
clan_45622,clan_48060,21,78,2
clan_45046,clan_48026,21,78,2
clan_21344,clan_31218,21,78,2
clan_2158,clan_47896,21,78,2
clan_12839,clan_14147,21,78,2
clan_1224,clan_1986,21,78,2
clan_35453,clan_46382,21,78,2
clan_40171,clan_46939,21,78,2
clan_13439,clan_23374,21,80,2
clan_35280,clan_22525,21,80,2
clan_43538,clan_32970,21,80,2
clan_20596,clan_8866,21,80,2
clan_41169,clan_42980,21,80,2
clan_38333,clan_39179,21,80,2
clan_24015,clan_34506,21,80,2
clan_19812,clan_21845,21,81,2
clan_27921,clan_34882,21,81,2
clan_4167,clan_29936,21,81,2
clan_452,clan_880,21,81,2
clan_509,clan_1981,21,81,2
clan_4132,clan_23453,21,81,2
clan_48164,clan_47482,21,81,2
clan_34413,clan_498,21,81,2
clan_7602,clan_32985,21,81,2
clan_4996,clan_35380,21,81,2
clan_15859,clan_17670,21,81,2
clan_36017,clan_10436,21,81,2
clan_20931,clan_11005,21,81,2
clan_27299,clan_18678,21,81,2
clan_20681,clan_36545,21,81,2
clan_26652,clan_3591,21,81,2
clan_37541,clan_25454,21,81,2
clan_26409,clan_27664,21,81,2
clan_29897,clan_26563,21,81,2
clan_33447,clan_42326,21,81,2
clan_6341,clan_26092,21,81,2
clan_7978,clan_43111,21,81,2
clan_3473,clan_36327,21,81,2
clan_24784,clan_32587,21,81,2
clan_41752,clan_44959,21,81,2
clan_27122,clan_43816,21,81,2
clan_13626,clan_30643,21,81,2
clan_33824,clan_25066,21,81,2
clan_42397,clan_39905,21,81,2
clan_6063,clan_34054,21,81,2
clan_45310,clan_48427,21,81,2
clan_5357,clan_23723,21,81,2
clan_11822,clan_28683,21,81,2
clan_28374,clan_34977,21,81,2
clan_5997,clan_33609,21,81,2
clan_39997,clan_44558,21,81,2
clan_7835,clan_41676,21,83,2
clan_12720,clan_14889,21,83,2
clan_31088,clan_16631,21,84,2
clan_16254,clan_26346,21,84,2
clan_40582,clan_46935,21,84,2
clan_62,clan_32886,21,84,2
clan_996,clan_47576,21,84,2
clan_47173,clan_46444,21,84,2
clan_35796,clan_34996,21,84,2
clan_3068,clan_27266,21,84,2
clan_41761,clan_32733,21,84,2
clan_30568,clan_30704,21,84,2
clan_47978,clan_44845,21,84,2
clan_2329,clan_36949,21,84,2
clan_46896,clan_48338,21,84,2
clan_30391,clan_31025,21,84,2
clan_25255,clan_40058,21,84,2
clan_15686,clan_20940,21,84,2
clan_24987,clan_38921,21,84,2
clan_12615,clan_34964,21,84,2
clan_40158,clan_38611,21,84,2
clan_8411,clan_36317,21,84,2
clan_43048,clan_40230,21,84,2
clan_37837,clan_44035,21,84,2
clan_26482,clan_38584,21,84,2
clan_29756,clan_36406,21,84,2
clan_11376,clan_43374,21,84,2
clan_24703,clan_33826,21,84,2
clan_34788,clan_28082,21,84,2
clan_30360,clan_39937,21,84,2
clan_33336,clan_45843,21,84,2
clan_31141,clan_48022,21,84,2
clan_47846,clan_48322,21,84,2
clan_3325,clan_25198,21,84,2
clan_3910,clan_27731,21,84,2
clan_36761,clan_43917,21,84,2
clan_6469,clan_28531,21,84,2
clan_17468,clan_36514,21,84,2
clan_48286,clan_47854,21,84,2
clan_23748,clan_33029,21,84,2
clan_15770,clan_39546,21,84,2
clan_45366,clan_48341,21,84,2
clan_25083,clan_32153,21,84,2
clan_32393,clan_29745,21,84,2
clan_30241,clan_30754,21,84,2
clan_22121,clan_15605,21,84,2
clan_47698,clan_27669,21,84,2
clan_16414,clan_1841,21,84,2
clan_20395,clan_39717,21,84,2
clan_13559,clan_13453,21,84,2
clan_38683,clan_40888,21,84,2
clan_42007,clan_45061,21,84,2
clan_48010,clan_43858,21,84,2
clan_2014,clan_43501,21,84,2
clan_32161,clan_13804,21,84,2
clan_41315,clan_37787,21,84,2
clan_39149,clan_41293,21,84,2
clan_6640,clan_42890,21,84,2
clan_19511,clan_29296,21,84,2
clan_13464,clan_8869,21,84,2
clan_24928,clan_46224,21,84,2
clan_9118,clan_38381,21,84,2
clan_40745,clan_43168,21,84,2
clan_33426,clan_2213,21,84,2
clan_15346,clan_37885,21,84,2
clan_20055,clan_30416,21,84,2
clan_778,clan_47141,21,84,2
clan_35698,clan_43241,21,84,2
clan_36659,clan_25457,21,84,2
clan_35819,clan_42973,21,84,2
clan_29109,clan_37987,21,84,2
clan_28307,clan_18218,21,84,2
clan_4603,clan_33919,21,84,2
clan_3589,clan_28746,21,84,2
clan_24031,clan_32168,21,84,2
clan_41795,clan_43913,21,84,2
clan_31325,clan_26683,21,84,2
clan_39162,clan_47040,21,84,2
clan_6230,clan_40060,21,84,2
clan_41954,clan_39655,21,84,2
clan_9105,clan_11766,21,84,2
clan_46588,clan_47056,21,88,2
clan_46964,clan_1564,21,97,2
clan_1022,clan_334,21,112,2
clan_3406,clan_14621,22,30,2
clan_23764,clan_5185,22,36,2
clan_6394,clan_7270,22,37,2
clan_9063,clan_5116,22,39,2
clan_6504,clan_22131,22,41,2
clan_9640,clan_5933,22,43,2
clan_3338,clan_8291,22,44,2
clan_20476,clan_17745,22,44,2
clan_3046,clan_24139,22,49,2
clan_5007,clan_10863,22,51,2
clan_20665,clan_8510,22,52,2
clan_15256,clan_17042,22,52,2
clan_13843,clan_11175,22,53,2
clan_20188,clan_10889,22,53,2
clan_14484,clan_3213,22,54,2
clan_14760,clan_23676,22,54,2
clan_10213,clan_7320,22,54,2
clan_5818,clan_26524,22,54,2
clan_6534,clan_5211,22,54,2
clan_8906,clan_20501,22,54,2
clan_16405,clan_20278,22,56,2
clan_7754,clan_4224,22,56,2
clan_8534,clan_5557,22,57,2
clan_22739,clan_25776,22,57,2
clan_33286,clan_42295,22,57,2
clan_13009,clan_25571,22,57,2
clan_11599,clan_24280,22,57,2
clan_24912,clan_20832,22,57,2
clan_4651,clan_15879,22,57,2
clan_19799,clan_5602,22,57,2
clan_10798,clan_2732,22,58,2
clan_9337,clan_11711,22,58,2
clan_5642,clan_21527,22,59,2
clan_2897,clan_13915,22,59,2
clan_12430,clan_16536,22,60,2
clan_8839,clan_4703,22,62,2
clan_15218,clan_32836,22,62,2
clan_5029,clan_16885,22,62,2
clan_9133,clan_10069,22,63,2
clan_31539,clan_360,22,63,2
clan_4267,clan_17220,22,64,2
clan_9549,clan_29513,22,64,2
clan_10465,clan_15126,22,64,2
clan_8594,clan_9283,22,65,2
clan_25794,clan_19314,22,65,2
clan_14001,clan_10133,22,66,2
clan_22374,clan_8775,22,66,2
clan_5308,clan_12443,22,66,2
clan_9462,clan_8887,22,67,2
clan_27883,clan_20006,22,67,2
clan_6133,clan_35073,22,68,2
clan_6749,clan_3020,22,68,2
clan_7073,clan_22984,22,68,2
clan_36330,clan_26823,22,68,2
clan_2734,clan_7795,22,68,2
clan_19842,clan_9243,22,68,2
clan_6076,clan_26755,22,68,2
clan_20898,clan_39064,22,68,2
clan_1106,clan_45235,22,68,2
clan_17338,clan_23250,22,68,2
clan_19308,clan_7348,22,69,2
clan_14256,clan_29742,22,69,2
clan_3076,clan_33712,22,69,2
clan_3890,clan_5453,22,69,2
clan_27957,clan_15474,22,70,2
clan_6733,clan_19187,22,70,2
clan_43907,clan_43202,22,70,2
clan_29184,clan_6050,22,70,2
clan_19154,clan_22921,22,71,2
clan_4153,clan_11850,22,71,2
clan_5941,clan_12866,22,71,2
clan_18324,clan_32311,22,71,2
clan_315,clan_23344,22,72,2
clan_6947,clan_20114,22,72,2
clan_32944,clan_18291,22,72,2
clan_30229,clan_27321,22,72,2
clan_22879,clan_11292,22,72,2
clan_11969,clan_13553,22,72,2
clan_44201,clan_43838,22,72,2
clan_21984,clan_8261,22,73,2
clan_7831,clan_21216,22,73,2
clan_15250,clan_13294,22,74,2
clan_39060,clan_45599,22,74,2
clan_11618,clan_23011,22,74,2
clan_10031,clan_34629,22,74,2
clan_4423,clan_31056,22,74,2
clan_38968,clan_22737,22,75,2
clan_29150,clan_40996,22,75,2
clan_20695,clan_31862,22,78,2
clan_21321,clan_42792,22,78,2
clan_27907,clan_35041,22,78,2
clan_15715,clan_33762,22,78,2
clan_6010,clan_8794,22,78,2
clan_34990,clan_12061,22,78,2
clan_11353,clan_25797,22,78,2
clan_20438,clan_23240,22,78,2
clan_8622,clan_36341,22,78,2
clan_1817,clan_46949,22,87,2
clan_16320,clan_9390,23,40,2
clan_8404,clan_4801,23,44,2
clan_11532,clan_14349,23,44,2
clan_7760,clan_8273,23,45,2
clan_10965,clan_41146,23,46,2
clan_9330,clan_20186,23,47,2
clan_20343,clan_12491,23,47,2
clan_15418,clan_10204,23,51,2
clan_9605,clan_3343,23,51,2
clan_5286,clan_22220,23,52,2
clan_22324,clan_17899,23,53,2
clan_12083,clan_7917,23,53,2
clan_3720,clan_13041,23,54,2
clan_14392,clan_4701,23,54,2
clan_18940,clan_20260,23,55,2
clan_31367,clan_18234,23,56,2
clan_27097,clan_26729,23,56,2
clan_2896,clan_22819,23,56,2
clan_20633,clan_24473,23,57,2
clan_12255,clan_4726,23,57,2
clan_26647,clan_17123,23,57,2
clan_31650,clan_25159,23,57,2
clan_34267,clan_18681,23,57,2
clan_5174,clan_16953,23,58,2
clan_5109,clan_13496,23,58,2
clan_26237,clan_43856,23,58,2
clan_25841,clan_26226,23,58,2
clan_8799,clan_3323,23,58,2
clan_32647,clan_21044,23,58,2
clan_33178,clan_19784,23,59,2
clan_11561,clan_25287,23,59,2
clan_11799,clan_13174,23,59,2
clan_17906,clan_11878,23,60,2
clan_4149,clan_13074,23,60,2
clan_45710,clan_47270,23,60,2
clan_21186,clan_26942,23,61,2
clan_17306,clan_20095,23,62,2
clan_11606,clan_14859,23,62,2
clan_21900,clan_10916,23,62,2
clan_23119,clan_45721,23,62,2
clan_18129,clan_4127,23,62,2
clan_8011,clan_25693,23,62,2
clan_18829,clan_36115,23,62,2
clan_5657,clan_9307,23,62,2
clan_18668,clan_27694,23,63,2
clan_12778,clan_8968,23,63,2
clan_18398,clan_27231,23,63,2
clan_11774,clan_2694,23,63,2
clan_15520,clan_25713,23,63,2
clan_20148,clan_20982,23,63,2
clan_4118,clan_16917,23,63,2
clan_5381,clan_15415,23,63,2
clan_47888,clan_46804,23,63,2
clan_27509,clan_1157,23,63,2
clan_26572,clan_22918,23,64,2
clan_21760,clan_11257,23,64,2
clan_14387,clan_12562,23,64,2
clan_22413,clan_18310,23,65,2
clan_42119,clan_1663,23,65,2
clan_35546,clan_29430,23,65,2
clan_8199,clan_16684,23,65,2
clan_19410,clan_13894,23,65,2
clan_9973,clan_24998,23,66,2
clan_33678,clan_39804,23,66,2
clan_37087,clan_40666,23,66,2
clan_15156,clan_45112,23,66,2
clan_12890,clan_26870,23,66,2
clan_23452,clan_5428,23,66,2
clan_44918,clan_47903,23,66,2
clan_42740,clan_45430,23,66,2
clan_22157,clan_6478,23,67,2
clan_32690,clan_44522,23,67,2
clan_7219,clan_26587,23,67,2
clan_21545,clan_8486,23,67,2
clan_31730,clan_41903,23,68,2
clan_4057,clan_7775,23,68,2
clan_17478,clan_33963,23,68,2
clan_33264,clan_31658,23,68,2
clan_21391,clan_22454,23,68,2
clan_24371,clan_14755,23,68,2
clan_2608,clan_27367,23,68,2
clan_21241,clan_21203,23,68,2
clan_14870,clan_40565,23,68,2
clan_14346,clan_33335,23,68,2
clan_11510,clan_23107,23,68,2
clan_33425,clan_47771,23,68,2
clan_7614,clan_39120,23,68,2
clan_19657,clan_24598,23,69,2
clan_34641,clan_6072,23,69,2
clan_43939,clan_47877,23,69,2
clan_47042,clan_45588,23,69,2
clan_44316,clan_35743,23,69,2
clan_47611,clan_44701,23,69,2
clan_22263,clan_27077,23,69,2
clan_42990,clan_39961,23,69,2
clan_6614,clan_11341,23,69,2
clan_37381,clan_42661,23,69,2
clan_44766,clan_47590,23,69,2
clan_47884,clan_48174,23,69,2
clan_9796,clan_36309,23,70,2
clan_21892,clan_3112,23,70,2
clan_8849,clan_15236,23,70,2
clan_47276,clan_43587,23,71,2
clan_15470,clan_37768,23,71,2
clan_16324,clan_14725,23,71,2
clan_32140,clan_18514,23,71,2
clan_12313,clan_22486,23,71,2
clan_2934,clan_40280,23,72,2
clan_22327,clan_38817,23,72,2
clan_46076,clan_41075,23,72,2
clan_43740,clan_1957,23,72,2
clan_35791,clan_43448,23,72,2
clan_36721,clan_30865,23,72,2
clan_47787,clan_1265,23,72,2
clan_34585,clan_23365,23,72,2
clan_24444,clan_5437,23,72,2
clan_12420,clan_47160,23,72,2
clan_14683,clan_43444,23,72,2
clan_27308,clan_14189,23,72,2
clan_17301,clan_9235,23,72,2
clan_22195,clan_34789,23,72,2
clan_44204,clan_40750,23,72,2
clan_36206,clan_41911,23,72,2
clan_42598,clan_47174,23,72,2
clan_5902,clan_21534,23,72,2
clan_24514,clan_28965,23,72,2
clan_366,clan_45187,23,72,2
clan_40154,clan_38125,23,73,2
clan_27585,clan_26748,23,74,2
clan_20639,clan_4120,23,74,2
clan_11530,clan_34820,23,74,2
clan_34166,clan_13389,23,74,2
clan_24129,clan_6078,23,74,2
clan_13778,clan_22685,23,75,2
clan_8311,clan_43371,23,75,2
clan_19106,clan_9517,23,75,2
clan_32374,clan_27816,23,75,2
clan_6784,clan_28572,23,75,2
clan_9636,clan_35046,23,75,2
clan_26902,clan_41008,23,75,2
clan_4992,clan_47006,23,75,2
clan_46450,clan_255,23,75,2
clan_25861,clan_30309,23,75,2
clan_21840,clan_33807,23,77,2
clan_44477,clan_39331,23,78,2
clan_23897,clan_18156,23,78,2
clan_2601,clan_24599,23,78,2
clan_27570,clan_30859,23,78,2
clan_32758,clan_38881,23,78,2
clan_44664,clan_45562,23,78,2
clan_41785,clan_41583,23,78,2
clan_45716,clan_551,23,78,2
clan_1278,clan_47253,23,78,2
clan_22273,clan_25589,23,78,2
clan_5498,clan_4814,23,78,2
clan_38952,clan_48466,23,78,2
clan_26407,clan_13011,23,78,2
clan_46334,clan_43588,23,82,2
clan_6658,clan_8936,24,15,1
clan_6162,clan_35805,24,32,2
clan_6511,clan_20667,24,35,2
clan_23620,clan_22669,24,41,2
clan_18472,clan_5254,24,42,2
clan_3000,clan_6858,24,46,2
clan_14749,clan_13878,24,46,2
clan_22134,clan_22008,24,47,2
clan_16368,clan_8196,24,47,2
clan_28067,clan_5936,24,48,2
clan_21202,clan_27070,24,48,2
clan_24383,clan_8513,24,48,2
clan_3427,clan_2523,24,48,2
clan_9343,clan_27599,24,48,2
clan_22570,clan_33342,24,49,2
clan_9926,clan_11407,24,50,2
clan_7215,clan_27773,24,50,2
clan_23917,clan_5684,24,51,2
clan_2184,clan_40478,24,51,2
clan_15580,clan_15431,24,51,2
clan_16356,clan_11221,24,51,2
clan_21740,clan_28639,24,51,2
clan_7313,clan_12064,24,52,2
clan_24449,clan_17602,24,52,2
clan_1277,clan_40559,24,52,2
clan_3671,clan_3363,24,52,2
clan_9226,clan_32013,24,52,2
clan_16954,clan_25686,24,52,2
clan_28735,clan_34416,24,53,2
clan_12756,clan_23317,24,53,2
clan_19665,clan_17547,24,54,2
clan_40241,clan_20251,24,54,2
clan_13345,clan_26749,24,54,2
clan_16528,clan_14769,24,54,2
clan_14461,clan_6374,24,54,2
clan_10052,clan_22617,24,54,2
clan_35109,clan_29426,24,54,2
clan_9377,clan_19431,24,54,2
clan_30770,clan_32507,24,54,2
clan_31398,clan_45181,24,54,2
clan_8745,clan_26271,24,55,2
clan_16128,clan_17151,24,56,2
clan_22553,clan_31328,24,56,2
clan_46199,clan_39001,24,56,2
clan_8398,clan_10690,24,57,2
